zone_code,event_id,predicted_score,predicted_risk_class,top_factor_1,top_factor_1_value,top_factor_1_reason,top_factor_2,top_factor_2_value,top_factor_2_reason,top_factor_3,top_factor_3_value,top_factor_3_reason,explanation_text,honesty_note
NSR-GRID-145,evt_0554,0.834202023603406,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3378.1900826446285,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3378.19) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-146,evt_0554,0.8254980604721998,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3617.1388005933454,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3617.14) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-147,evt_0554,0.8301492556077668,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3675.006144067797,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3675.01) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-148,evt_0554,0.7755206653236696,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,elevation_mean,156.14313213703113,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (156.14) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-149,evt_0554,0.8628392575290631,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3922.67069294342,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3922.67) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-150,evt_0554,0.759768831753606,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,elevation_mean,167.83423035522077,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (167.83) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-151,evt_0554,0.5803149783413684,medium,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,elevation_mean,174.199522102748,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (174.20) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-152,evt_0554,0.8180879933004159,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3402.1373546511627,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3402.14) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-153,evt_0554,0.9075772899099794,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4276.533704390848,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4276.53) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-154,evt_0554,0.885345815378461,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4292.994226804126,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4292.99) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-155,evt_0554,0.8725712515052648,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4367.681368507832,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4367.68) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-156,evt_0554,0.8652946143061316,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4114.499072356215,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4114.50) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-157,evt_0554,0.8426178203423844,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3878.194765045343,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3878.19) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-158,evt_0554,0.8680671311519624,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4312.3159521846665,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4312.32) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-159,evt_0554,0.8242155178945834,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4316.911321922046,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4316.91) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-160,evt_0554,0.8897630332629178,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4269.007630439266,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4269.01) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-161,evt_0554,0.8092532799884747,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3389.4563827593324,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3389.46) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-162,evt_0554,0.7345667332487937,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,elevation_mean,147.60656459423762,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (147.61) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-163,evt_0554,0.8055581545632133,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3208.920824742268,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3208.92) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-164,evt_0554,0.8425138028195184,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3814.490002061432,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3814.49) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-165,evt_0554,0.8803244180995998,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,built_surface_mean,4411.474237427865,Dense built-up surfaces reduce natural ground absorption and infiltration.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) built_surface_mean (4411.47) which dense built-up surfaces reduce natural ground absorption and infiltration, and 3) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-166,evt_0554,0.8507836808384523,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3816.902268041238,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3816.90) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-167,evt_0554,0.8305438178004867,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3936.366185567012,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3936.37) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-168,evt_0554,0.8134889251236858,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3875.707422680413,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3875.71) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-169,evt_0554,0.7656714153680169,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,elevation_mean,160.5539916822964,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (160.55) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-170,evt_0554,0.7230603444178976,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,elevation_mean,164.9130370950378,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (164.91) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-171,evt_0554,0.6161422969871378,medium,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,elevation_mean,172.1159321038986,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (172.12) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-172,evt_0554,0.6113429997272424,medium,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,elevation_mean,173.63902439024386,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (173.64) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-173,evt_0554,0.5955099057812983,medium,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,elevation_mean,172.155028691067,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as medium risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (172.16) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-174,evt_0554,0.8177274719323341,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3306.10628742515,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3306.11) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-175,evt_0554,0.893241144862082,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4004.294828317082,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4004.29) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-176,evt_0554,0.8741787003400998,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4029.709684255139,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4029.71) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-177,evt_0554,0.8650096350879996,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3807.591140313692,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3807.59) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-178,evt_0554,0.85497065510671,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4038.576515472657,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4038.58) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-179,evt_0554,0.8499567806302811,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3946.596948506039,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3946.60) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-180,evt_0554,0.8129052449331333,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4125.006991525424,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4125.01) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-181,evt_0554,0.8031185169423005,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3901.90681914443,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3901.91) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-182,evt_0554,0.9132096673834994,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4226.9286016949145,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4226.93) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-183,evt_0554,0.853678867263311,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3833.288832379741,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3833.29) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-184,evt_0554,0.8626811630439466,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,3791.6401780038136,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (3791.64) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-185,evt_0554,0.7878540280849743,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,elevation_mean,160.82740056771837,Associated local environmental feature increases relative weather risk.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) elevation_mean (160.83) which associated local environmental feature increases relative weather risk.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
NSR-GRID-186,evt_0554,0.8316608146722358,high,rain_24h_mm,42.9,High 24-hour rainfall increases surface water accumulation risk.,rain_6h_mm,26.7,Associated local environmental feature increases relative weather risk.,built_surface_mean,4129.981351981352,Dense built-up surfaces reduce natural ground absorption and infiltration.,"This zone is model-estimated as high risk. The primary risk drivers are: 1) rain_24h_mm (42.90) which high 24-hour rainfall increases surface water accumulation risk, 2) rain_6h_mm (26.70) which associated local environmental feature increases relative weather risk, and 3) built_surface_mean (4129.98) which dense built-up surfaces reduce natural ground absorption and infiltration.","The model predicts an engineered weather-impact risk score derived from real weather, satellite, road, and exposure features. It is not trained on verified official flood incident labels."
